,OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST. JOHN'S,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Carol_Estates,Duck_Pond,EastGNV,EastMidtownEastA,Florida_Park,Gainesvilleish_Region,Golfview,HSBUI_2,Haile_Like,Hawthorne,Hickory_Forest,HighSpringsA,HighSpringsAGNV,HighSpringsAGNVSouth,HighSpringsB,High_Springs,High_Springs_Main,Highland,Jonesville,Kanapaha,Lincoln_Estates,Lugano,Metcalf,MidtownEast_A,MidtownEast_B,MidtownEast_C,Montery,Newnans_Lake,QuailCreek,Rural_North,Rural_South,San_Felasco,Sorrento,Split_Rock,Springtree,SummerCreek,Sweetwater,TC_Forest,Tioga,Tioga_A,Tioga_B,Turkey_Creek,Valwood,Waldo,WaldoRural,Westchester,WildsPlantation,swNewberry_A,swNewberry_B,landiness,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,sale_ratio,Assessment_Val
58,59,1,59,31331,0.22,2449,1.0,GAINESVILLE,550000,2014,100,1594.0,2014,2025,0,-82.39679748999998,29.72957437,06009-010-037,855,28.0,495,10,10,0,0,4,63236,114310.1,1,30.0,42.0,QuailCreek,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7502840350482334,True,0.9,12.973652973828516,430909.32918276347,494145.32918276347,0.8984460530595699,404264.0
59,60,1,60,31439,0.13,1697,1.0,GAINESVILLE,350000,2009,100,1697.0,2009,2025,0,-82.40201378,29.72962884,06009-010-145,0,253.0,496,15,15,0,0,2,928,114310.1,1,30.0,42.0,QuailCreek,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44334965707395607,True,0.85,12.614919516409607,301016.2462146788,301944.2462146788,0.8626978463276537,296572.0
60,61,1,61,31467,0.3,2288,1.0,GAINESVILLE,478000,2014,100,2288.0,2014,2025,0,-82.39964367,29.72841585,06009-010-173,0,216.0,528,10,10,0,0,2,33867,114310.1,1,30.0,42.0,QuailCreek,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.023114593247591,True,0.9,12.88939893048246,396090.8687614307,429957.8687614307,0.8994934492916961,372433.0
61,62,1,62,31468,0.28,1682,1.0,GAINESVILLE,375000,2010,100,1682.0,2010,2025,0,-82.39944694,29.72857151,06009-010-174,0,114.0,400,14,14,0,0,2,842,114310.1,1,30.0,42.0,QuailCreek,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9549069536977517,True,0.86,12.66706470847127,317129.25317255803,317971.25317255803,0.847923341793488,317908.0
62,63,1,63,31490,0.11,1761,1.0,GAINESVILLE,300000,2010,100,1761.0,2010,2025,0,-82.39534270999998,29.7284149,06009-010-196,0,220.0,400,14,14,0,0,2,770,114310.1,1,30.0,42.0,QuailCreek,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3751420175241167,True,0.86,12.629848672426302,305543.87748198654,306313.87748198654,1.0210462582732884,254229.99999999997
63,64,1,64,31564,0.29,1693,1.1624432,GAINESVILLE,378000,2011,100,1693.0,2011,2025,0,-82.39134627999998,29.72630567,06009-030-034,0,204.0,420,13,13,0,0,2,974,114310.12,1,30.0,42.0,QuailCreek,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9890107734726712,True,0.87,12.76778356539661,350734.06488872884,351708.06488872884,0.9304446161077482,320325.99999999994
65,66,1,66,31640,0.22,1505,1.0,GAINESVILLE,290000,1995,100,1505.0,1977,2025,0,-82.35791073999998,29.70394832,06014-001-026,0,12.0,0,29,47,0,0,2,8804,174313.05,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7502840350482334,True,0.71,12.32896886456322,226153.41255172997,234957.41255172997,0.8101979743163102,237695.99999999997
66,67,1,67,31687,0.27,1633,1.0,GAINESVILLE,260000,1995,100,1633.0,1976,2025,0,-82.3563319,29.70545776,06014-001-073,0,284.0,0,29,48,0,0,2,2720,174313.05,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.920803133922832,True,0.71,12.403230395220767,243587.23092082143,246307.23092082143,0.9473355035416209,218280.0
67,68,1,68,31758,0.37,1490,1.1624432,GAINESVILLE,309000,1995,100,1490.0,1981,2025,0,-82.36396813999998,29.71737023,06014-003-017,0,410.0,364,29,43,0,0,2,9523,174313.12,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2618413316720287,True,0.71,12.544804619335054,280633.4418479242,290156.4418479242,0.9390176111583307,253127.0
69,70,1,70,31787,0.38,1413,1.0,GAINESVILLE,325900,1995,100,1413.0,1985,2025,0,-82.36993553,29.71685944,06014-003-046,0,12.0,540,29,39,0,0,2,4756,174313.12,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2959451514469484,True,0.71,12.425483803565262,249068.64086072706,253824.64086072706,0.7788421014443911,272259.0
70,71,1,71,31790,0.38,1672,1.0,GAINESVILLE,255000,1995,100,1672.0,1980,2025,0,-82.36993753999998,29.71651571,06014-003-049,0,0.0,522,29,44,0,0,2,4296,174313.12,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2959451514469484,True,0.71,12.507611533272561,270387.5375840825,274683.5375840825,1.0771903434669903,212454.0
71,72,1,72,31916,0.39,1324,1.0,GAINESVILLE,233000,1995,100,1324.0,1975,2025,0,-82.36371078,29.704607,06014-010-005,0,36.0,520,29,49,0,0,2,3484,174313.12,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3300489712218684,True,0.71,12.395066223415132,241606.63886596827,245090.63886596827,1.0518911539311944,194565.99999999997
73,74,1,74,31975,0.44,2072,1.0,GAINESVILLE,340000,1995,100,2072.0,1974,2025,0,-82.36963335,29.70405012,06014-010-064,0,48.0,580,29,50,0,0,2,13438,174313.12,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5005680700964668,True,0.71,12.657451361479474,314095.18675363366,327533.18675363366,0.9633329022165696,275562.0
74,75,1,75,32057,0.45,1658,1.0,GAINESVILLE,363000,1995,100,1388.0,1977,2025,0,-82.37200822,29.71069941,06014-012-003,0,318.0,728,29,47,0,0,2,13460,174313.12,2,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5346718898713865,True,0.71,12.546024033125091,280975.85886844737,294435.85886844737,0.8111180685081195,295090.0
76,77,1,77,44957,0.15,1299,1.0,ST. JOHN'S,307200,2002,100,1298.5,2002,2025,0,-82.43596144999998,29.67394091,06321-010-024,0,310.5,443,22,22,0,0,2,293,114332.04,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5115572966237955,True,0.78,12.429017587326042,249950.3525508058,250243.3525508058,0.8145942465846543,260826.99999999997
77,78,1,78,44987,0.3,2592,1.1624432,ST. JOHN'S,580000,2010,100,2224.0,1997,2025,0,-82.4371721,29.67160157,06322-010-008,368,293.0,506,14,27,0,0,3,25833,114332.02,2,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.023114593247591,True,0.86,13.069089865978835,474060.32759169186,499893.32759169186,0.8618850475718826,467166.99999999994
79,80,1,80,45044,0.25,1764,1.0,ST. JOHN'S,310000,1997,100,1763.5,1997,2025,0,-82.43787193999998,29.66724486,06326-010-026,0,219.5,483,27,27,0,0,2,3125,114332.03,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.73,12.580811598345855,290922.32855550986,294047.32855550986,0.9485397695339027,260375.0
80,81,1,81,45099,0.21,2241,1.0,ST. JOHN'S,371000,1996,100,2105.0,1996,2025,0,-82.43707023999998,29.66676552,06326-010-081,0,266.0,441,28,28,0,0,2,2780,114332.03,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7161802152733137,True,0.72,12.690622866917295,324688.93078460055,327468.93078460055,0.8826655816296511,312570.0
85,86,1,86,45671,0.23,973,1.0,ST. JOHN'S,245000,2004,100,973.0,1963,2025,0,-82.40174272,29.67301751,06352-008-000,0,25.0,0,20,61,0,0,1,2438,114334.01,2,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.8,12.177647952536661,194395.0975908952,196833.0975908952,0.8034003983301845,205812.0
86,87,1,87,45705,0.23,1106,1.0,ST. JOHN'S,295000,2003,100,1106.0,1962,2025,0,-82.40206761,29.66906081,06352-042-000,0,56.0,0,21,62,0,0,1,0,114334.01,2,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.79,12.242500641664561,207419.92522942528,207419.92522942528,0.7031183906082212,250750.0
88,89,1,89,45785,0.27,1720,1.0,ST. JOHN'S,300000,1995,100,1720.0,1971,2025,0,-82.40387891,29.67233514,06353-151-002,0,28.0,560,29,53,0,0,2,5959,114334.11,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.920803133922832,True,0.71,12.541789184020208,279788.48445428745,285747.48445428745,0.9524916148476248,249041.0
89,90,1,90,45818,0.49,2316,1.0,ST. JOHN'S,366500,1995,100,2147.0,1973,2025,0,-82.40298117,29.67258383,06353-152-007,0,223.0,616,29,51,0,0,2,3897,114334.11,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6710871689710651,True,0.71,12.761290702448932,348464.1736949006,352361.1736949006,0.9614220291811748,307628.0
90,91,1,91,45826,0.31,1921,1.0,ST. JOHN'S,335000,1995,100,1921.0,1972,2025,0,-82.40386934999998,29.6704318,06353-152-015,0,45.0,576,29,52,0,0,2,6267,114334.11,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0572184130225106,True,0.71,12.615991123884642,301338.9903708696,307605.9903708696,0.9182268369279689,278483.0
91,92,1,92,45910,0.24,1104,1.0,GAINESVILLE,245000,1995,100,1104.0,1965,2025,0,-82.40127058,29.67300081,06355-004-000,0,250.0,0,29,59,0,0,2,267,114334.01,2,12.0,21.0,HighSpringsAGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8184916745980727,True,0.71,12.270622883191672,213335.83287308074,213602.83287308074,0.8718482974411459,207983.0
